symbol,company_name,isin,report_date,promoter_total_pct,hufi_num,hufi_pct,nri_num,nri_pct,dir_num,dir_pct,kmp_num,kmp_pct,rel_num,rel_pct,trust_num,trust_pct,natural_num_sum,natural_pct_sum,other_indian_pct,other_foreign_pct,foreign_non_govt_pct,govt_pct,promoter_names_full_list,owner_flag,ai_review_needed,owner_flag_ai,ai_confidence,ai_reasoning,owner_flag_final,nse_fetch_status
PIIND,,INE603J01030,2025-12-31,46.09,6,46.09,0,0.0,3,0.4,0,0.0,0,0.0,0,0.0,9,46.49,0.0,0.0,0.0,0.0,SHEFALI KHUSHALANI|SHEFALI KHUSHALANI JOINTLY WITH MADHU SINGHAL(Trustees of Rcane Family Trust)|SHEFALI KHUSHALANI JOINTLY WITH MADHU SINGHAL(Trustees of Domane Family Trust)|SALIL SINGHAL (Trustee in SVVK Family Benefit Trust)|SALIL SINGHAL|POOJA SINGHAL JOINTLY WITH SHEFALI KHUSHALANI(Trustees of Beta Family Trust)|POOJA SINGHAL JOINTLY WITH SHEFALI KHUSHALANI(Trustees of Alpha Family Trust)|POOJA  SINGHAL|MAYANK SINGHAL|MADHU SINGHAL,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PIRAMALFIN,,INE202B01038,2025-12-31,46.16,9,0.26,0,0.0,1,0.11,2,0.0,0,0.0,0,0.0,12,0.37,45.9,0.0,0.0,0.0,"V3 Designs LLP|Topzone Mercantile Private Limited (Formerly known as Topzone Mercantile Company LLP )|The Sri Krishna Trust (through its Trustee Mr. Ajay G Piramal and Dr. (Mrs.) Swati Piramal)|The Sri Hari Trust|The Sri Govinda Trust|The Sri Gopikrishna Trust|The Piramal Art Foundation|The Gulita Trust|The Ajay G. Piramal Foundation (through its Trustee Mr. Ajay G Piramal and Dr. (Mrs.) Swati Piramal)|Swati Piramal Trust|Semplice Corporate Solutions Private Limited (Formerly known as AASAN Corporate Solutions Pvt. Ltd)|Propiedades Realties Private Limited|Piramal Welfare Trust|Piramal Water Private Limited|Piramal Udgam Data Management Solutions|Piramal Trusteeship Services Private Limited|Piramal Retail Private Limited|Piramal Realty & Developers Private Limited|Piramal Real Estates Private Limited (formerly known as PRL Infraconstructions & Developers Private Limited)|Piramal Pharma Limited|Piramal Metals Private Limited|Piramal Investment Advisory Services Private Limited|Piramal International Consultants Private Limited|Piramal Glass Private Limited|Piramal Fund Management Limited|Piramal Foundation for Education Leadership|Piramal Foundation|Piramal Corporate Tower Private Limited (Formerly known as Piramal Consumer Products Pvt. Ltd.)|Piramal Corporate Services Private Limited|Piramal Corporate & Management Services Private Limited|Piramal Commercial Estates Private Limited|Piramal Biotech Private Limited|Piramal Agastya Offices Private Limited (formerly known as PRL Agastya Pvt. Ltd.)|Paladin Consultancy Private Limited (Formerly known as India Resurgence ARC Private Limited)|PRPL Enterprises Private Limited|PRL Realtors LLP|PRL Properties LLP|PRL Developers Private Limited|PRL Agastya Buildcon Private Limited|PEPL Developers Private Limited (formerly known as Piramal Estates Private Limited )|PEL Management Services Private Limited|PDL Realty Private Limited|PCE Developers Private Limited|Nival Developers Private Limited|Nithyam Realty Private Limited|Nandini Piramal Trust  (through its Trustee Mr. Ajay G Piramal, Dr. (Mrs.) Swati Piramal and Ms. Nandini Piramal)|Montane Ventures Private Limited|Kaivalya Education Foundation|IndiaVenture Advisors Private Limited|India Resurgence Asset Management Business Private Limited|Glider Buildcon Realtors Private Limited|E & E Enterprises Limited (Formerly known as The Swastik Safe Deposit and Investments Limited)|Anutham Realty Private Limited|Anand Piramal Trust (through its Trustee Mr. Ajay G Piramal, Dr. (Mrs.) Swati Piramal and Mr. Anand Piramal)|Ms. Nandini Piramal|Ms. Anya Piramal DeYoung|Mr. Peter DeYoung|Mr. Anand Piramal|Mr. Ajay G. Piramal (Karta of Ajay G. Piramal HUF)|Mr. Ajay G. Piramal|Master Dev Piramal DeYoung|Late Mrs. Lalita G. Piramal|Dr. (Mrs.) Swati A. Piramal",owner_confirmed_individual_and_director,False,,,,OWNER,ok
PNB,,INE160A01022,2025-12-31,70.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,70.08,Central Government (President Of India),excluded_state_dominant,False,,,,NOT_OWNER,ok
PNBHOUSING,,INE572E01012,2025-12-31,28.04,0,0.0,0,0.0,0,0.0,3,0.01,0,0.0,0,0.0,3,0.01,0.0,0.0,0.0,0.02,PNB Metlife India Insurance Company Limited|PNB Investment Services Limited|PNB Insurance Broking Private Limited|PNB Gilts Limited|PNB Cards and Services Limited|PNB (International) Limited|JSC Tengri Bank|Everest Bank Ltd|Druk PNB Bank Ltd|Canara HSBC Life Insurance Company Limited|West Bengal Gramin Bank|Tripura  Gramin Bank|Sarva Haryana Gramin Bank|Punjab National Bank|Punjab Gramin Bank|Manipur Rural bank|Himachal Pradesh Gramin Bank|Bihar Gramin Bank|Assam Gramin  Vikas Bank,owner_confirmed_director_only,False,,,,OWNER,ok
PNCINFRA,,INE195J01029,2025-12-31,56.07,13,46.42,0,0.0,2,0.04,0,0.0,0,0.0,0,0.0,15,46.46,9.65,0.0,0.0,0.0,Ncj Infrastructure Private Limited|Yogesh Kumar Jain HUF|Yogesh Jain|Vaibhav Jain|Pradeep Kumar Jain HUF|Pradeep Kumar Jain|Naveen Kumar Jain HUF|Naveen Kumar Jain|Meena Jain|Madhavi Jain|Chakresh Kumar Jain HUF|Chakresh Kumar Jain|Ashita Jain|Abhinandan Jain,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PNGJL,,INE953R01016,2026-03-31,83.11,6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,0.0,83.11,0.0,0.0,0.0,Think Pure Social Welfare Foundation|Silvostyle jewellery LLP|Silvostyle Jewellers Limited|Seamless Education and Service Private Limited|Say Overseas Private Limited|SVG Family Trust (Vaishali Vidyadhar Gadgil)|SVG Business Trust (Radhika Saurabh Gadgil)|P N Gadgil and Co. (Silver)|P N Gadgil Jewellers|Landscape Realty|Gadgil Holdings Private Limited|Gadgil Developers Private Limited|Gadgil Capital Services Private Limited|Yash Saurabh Gadgil|Vaishali Vidyadhar Gadgil|Saurabh Vidyadhar Gadgil HUF|Saurabh V Gadgil|Radhika Saurabh Gadgil|Pallavi Nigavekar|Jitendra Vaidya|Jayanti Vaidya|Amit Vaidya|Aditya Saurabh Gadgil,owner_confirmed_individual,False,,,,OWNER,ok
POLYCAB,,INE455K01017,2025-12-31,61.5,17,50.03,0,0.0,1,0.0,1,0.0,4,0.56,0,0.0,23,50.59,11.47,0.0,0.0,0.0,RAMESH T JAISINGHANI/REINA R JAISINGHANI(DEEPIKA SEHGAL FAMILY TRUST)|RAMESH T JAISINGHANI/REINA R JAISINGHANI (NIKHIL JAISINGHANI FAMILY TRUST)|RAMESH T JAISINGHANI/(R R FAMILY TRUST)|RAMESH T JAISINGHANI/(MRINALINI JAISINGHANI FAMILY TRUST)|NIKHIL RAMESH JAISINGHANI/(RITIKA BHARWANI FAMILY TRUST)|KUNAL INDER JAISINGHANI/INDER THAKURDAS JAISINGHANI (KUNAL TRUST)|INDER THAKURDAS JAISINGHANI/MEENA INDER JAISINGHANI (INDER SHIKHA TRUST)|INDER THAKURDAS JAISINGHANI/MEENA INDER JAISINGHANI (INDER KUNAL TRUST)|GIRDHARI THAKURDAS JAISINGHANI/RAJU GIRDHARI JAISINGHANI (GIRDHARI RESHMA TRUST)|GIRDHARI THAKURDAS JAISINGHANI/RAJU GIRDHARI JAISINGHANI (GIRDHARI KARINA TRUST)|GIRDHARI THAKURDAS JAISINGHANI/RAJU GIRDHARI JAISINGHANI (GIRDHARI JUHI TRUST)|AJAY T JAISINGHANI/AARTI AJAY JAISINGHANI (KIARA DUHLANI FAMILY TRUST)|AJAY T JAISINGHANI/AARTI AJAY JAISINGHANI (BHARAT JAISINGHANI FAMILY TRUST)|AJAY T JAISINGHANI/(AKANSHA PUNJABI FAMILY TRUST)|RITIKA NIKHIL JAISINGHANI|RITA HARIRAM HARIANI|RESHMA MANISH KUKREJA|REINA R JAISINGHANI|RAMESH T JAISINGHANI|RAJU GIRDHARI JAISINGHANI|NIKHIL RAMESH JAISINGHANI|MRINALINI RAMESH JAISINGHANI|KUNAL INDER JAISINGHANI|KIARA DUHLANI|KARINA C MORIANI|JUHI HEMANT RAMNANI|INDER T JAISINGHANI|GIRDHARI THAKURDAS JAISINGHANI|DEEPIKA SEHGAL|BHARAT JAISINGHANI|AKANSHA PUNJABI|AJAY T JAISINGHANI|AARTI AJAY JAISINGHANI,owner_confirmed_individual_and_director,False,,,,OWNER,ok
POLYMED,,INE205C01021,2025-12-31,62.42,14,35.05,2,0.2,0,0.0,2,0.01,0,0.0,0,0.0,18,35.26,27.17,0.0,0.0,0.0,ZETTA MATRIX CONSULTING LLP|VCB TRADING LLP|POLYCURE MARTECH LIMITED|JAI POLYPAN PVT. LTD.|EZEKIEL GLOBAL BUSINESS SOLUTIONS LLP|VINAY KOTHARI|MADHU KOTHARI|VISHAL BAID|SMT.MUKULIKA BAID|SHIREEN  BAID|SHAILY BAID|RISHI BAID(HUF)|RISHI BAID|NEHA BAID|JUGAL KISHORE BAID|HIMANSHU BAID(HUF)|HIMANSHU BAID|DHRUV BAID|BHUPENDRA RAJ MEHTA|ARHAM BAID|AARYAMAN BAID,owner_confirmed_individual_and_director,False,,,,OWNER,ok
POWERGRID,,INE752E01010,2026-03-31,51.34,0,0.0,0,0.0,5,0.0,0,0.0,0,0.0,0,0.0,5,0.0,0.0,0.0,0.0,51.34,PRESIDENT OF INDIA,excluded_state_dominant,False,,,,NOT_OWNER,ok
POWERINDIA,,INE07Y701011,2025-12-31,71.31,0,0.0,0,0.0,0,0.0,1,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,71.31,0.0,HITACHI ENERGY LTD,excluded_no_natural_no_holding,False,,,,NOT_OWNER,ok
POWERMECH,,INE211R01019,2026-03-31,58.42,15,57.73,0,0.0,1,0.0,1,0.0,0,0.0,0,0.0,17,57.73,0.68,0.0,0.0,0.0,POWER MECH INFRA PRIVATE LIMITED|VIGNATHA SAJJA|UMA DEVI  KOYI|SUBHASHINI KANTETI|SIVARAMAKRISHNA PRASAD SAJJA|SIREESHA GOGINENI|SHRIVI NEKKANTI|SEKHAR GOGINENI|SAJJA ROHIT|SAJJA KISHORE BABU (HUF)|SAJJA KISHORE BABU|SAI MALLESWARA RAO SAJJA|NEKKANTI VIDHARTH|LAKSHMI SAJJA|KIARA SAJJA|BABU GOGINENI|AMAIRA SAJJA|AISHWARYA KURRA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PPLPHARMA,,INE0DK501011,2025-12-31,34.86,9,0.19,0,0.0,1,0.02,0,0.0,0,0.0,0,0.0,10,0.21,34.66,0.0,0.0,0.0,"V3 Designs LLP|Topzone Mercantile Private Limited (Converted into a Pvt Ltd Company w.e.f. April 18, 2025)
 (Formerly Topzone Mercantile Company LLP)|The Sri Krishna Trust through its Trustee Mr. Ajay G Piramal and Dr. (Mrs.) Swati A Piramal|The Sri Hari Trust|The Sri Govinda Trust|The Sri Gopikrishna Trust|The Piramal Art Foundation|The Gulita Trust|The Ajay G. Piramal Foundation|Swati Piramal Trust|Semplice Corporate Solutions Private Limited (Formerly known as AASAN Corporate Solutions Private Limited)|Propiedades Realties Pvt. Ltd.|Piramal Welfare Trust|Piramal Water Pvt. Ltd.|Piramal Udgam Data Management Solutions|Piramal Trusteeship Services Pvt. Ltd.|Piramal Retail Private Limited|Piramal Realty & Developers Pvt. Ltd.|Piramal Real Estates Private Limited (Formerly known as PRL Infraconstructions & Developers Private Limited)|Piramal Metals Pvt. Ltd.|Piramal Investment Advisory Services Pvt. Ltd.|Piramal International Consultants Pvt. Ltd.|Piramal Glass Pvt. Ltd.|Piramal Fund Management Limited (Formerly known as Piramal Fund Management Pvt. Ltd.)|Piramal Foundation for Education Leadership|Piramal Foundation|Piramal Finance Limited (Piramal Enterprises Limited merged with Piramal Finance Limited w.e.f. 16th September, 2025)|Piramal Corporate Tower Private Limited (formerly known as Piramal Consumer Products Pvt. Ltd.)|Piramal Corporate Services Private Limited|Piramal Corporate & Management Services Pvt. Ltd.|Piramal Commercial Estates Private Limited (Converted into Pvt Ltd w.e.f  1st August, 2025)|Piramal Biotech Pvt. Ltd.|Piramal Agastya Offices Private Limited(Formerly known as PRL Agastya Pvt. Ltd.)|PRPL Enterprises Pvt. Ltd|PRL Realtors LLP|PRL Properties LLP|PRL Developers Pvt. Ltd.|PRL Agastya Buildcon Pvt. Ltd|PEPL Developers Private Limited (Formerly known as Piramal Estates Private Limited)|PEL Management Sevices Pvt. Ltd.|PDL Realty Pvt. Ltd.|PCE Developers Pvt. Ltd.|Nival Developers Pvt. Ltd.|Nithyam Realty Private Limited|Nandini Piramal Trust|Montane Ventures Pvt. Ltd.|Kaivalya Education Foundation|IndiaVenture Advisors Pvt. Ltd.|India Resurgence Asset Management Business Pvt. Ltd.|India Resurgence ARC Pvt. Ltd.|Glider Buildcon Realtors Pvt. Ltd.|E & E Enterprises Limited (Formerly known as The Swastik Safe Deposit & Investments Ltd.)|Anutham Realty Private Limited|Anand Piramal Trust|Ms. Nandini Piramal|Ms. Anya Piramal DeYoung|Mr. Peter DeYoung|Mr. Anand Piramal|Mr. Ajay G. Piramal (Karta of Ajay G. Piramal HUF)|Mr. Ajay G. Piramal|Master Dev Piramal DeYoung|Late Mrs. Lalita G. Piramal|Dr. (Mrs.) Swati A. Piramal",owner_confirmed_individual_and_director,False,,,,OWNER,ok
PRAJIND,,INE074A01025,2026-03-31,32.81,2,32.81,0,0.0,1,0.05,1,0.0,0,0.0,0,0.0,4,32.86,0.0,0.0,0.0,0.0,Pramod Madhukar Chaudhari|Parimal Pramod Chaudhari,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PRAKASH,,INE603A01013,2025-12-31,44.38,5,14.53,0,0.0,2,0.01,0,0.0,0,0.0,0,0.0,7,14.54,29.85,0.0,0.0,0.0,WELTER SECURITIES LIMITED|VISION MERCANTILE PVT LTD|VANSHI FARMS PRIVATE LIMITED|UNITY MERCANTILE LLP|TOOLS INDIA PRIVATE LIMITED|TECHDRIVE SOFTWARE LTD|TECHDRIVE SOFTWARE LLP|SUVARNA MARKETING LLP|SUNVIN TRADING AND INVESTMENT LLP|STYLE TRADEX PRIVATE LIMITED|SPRING MERCANTILE LLP|SHREE LABH LAKSHMI CAPITAL SERVICES PVT LTD|SHIKHA MERCANTILE LLP|SAMYAK SECURITIES LLP|ROURKELA STEEL LLP|PRIMENET GLOBAL PRIVATE LIMITED|PRIME MERCANTILE PVT LTD|PREMIER FINCAP LLP|PRAKASH INDUSTRIAL FINANCE LIMITED|PRAKASH CAPITAL SERVICES LIMITED|PAREEK OVERSEAS PVT LTD|OCEAN ISPAT PVT LTD|NEW ERA COMMERCE AND SECURITIES PVT LTD|HISSAR TUBES LLP|HI TECH MERCANTILE (INDIA) PVT LTD|GOEL CONTAINERS PVT LTD|GMK BUILDERS PVT LTD|FOUR WINGS MARKETING LLP|FOCUS SECURITIES AND CREDITS PVT LTD|EXCEL FINCAP LLP|EVERSHINE MERCANTILE LLP|ESSENTIAL ELECTRONICS LLP|DHRUV COMMERCE LLP|CHAIBASA STEEL LLP|AMBROSIA COMMERCE PVT LTD|AIRCON TRADEX PRIVATE LIMITED|VIKRAM AGARWAL|VED PRAKASH AGARWAL HUF|VED PRAKASH AGARWAL|MOHINI AGARWAL|KANHA AGARWAL,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PREMIERENE,,INE0BS701011,2025-12-31,63.94,7,63.94,0,0.0,4,3.96,2,0.04,0,0.0,0,0.0,13,67.94,0.0,0.0,0.0,0.0,"WATER TECH ENGINEERS|Sunali International|SURENDERPAL SALUJA TRUST 
rep by Surender Pal Singh Saluja|Premier Tirupati Solar Private Limited|Premier Stainless-Steel Wires Private Limited|KVR CONSTRUCTIONS|CHIRANJEEV SALUJA TRUST 
rep by Surenderpal Singh Saluja|VIVANA SALUJA|VISANNYA C SALUJA|SUSHANK VERMA|SURINDER KAUR SALUJA|SURENDERPAL SINGH SALUJA HUF|SURENDERPAL SINGH SALUJA|RAJENDER SINGH SALUJA|MOOHIT VERMA|MANJEET KAUR SALUJA|MANJEET KAUR GUJRAL|KULDIP SINGH SALUJA|KRISHANKK SINGH SALUJA|JASVEEN KAUR SALUJA|DILJIT SINGH CHHABRA|CHIRANJEEV SINGH SALUJA HUF|CHIRANJEEV SINGH SALUJA|CHARANJEET CHOWDHARY|CHARANDEEP SINGH SALUJA|BIPINDEEP SINGH SALUJA|AUMITA VERMA|ANILKUMAR VERMA|Sudhir Moola",owner_confirmed_individual_and_director,False,,,,OWNER,ok
PRESTIGE,,INE811K01011,2025-12-31,60.94,9,8.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,8.71,52.24,0.0,0.0,0.0,Xtasy Investments|Sublime|Spring Green|Silverline Estates|Rezwan Razacks Musuem Of Indian Paper Money Trust|Rezwan Razack Family Trust|Razack Family Trust|Public Arts Trust of India|Prestige Valley View Estates LLP|Prestige Property Maintenance Services Chennai|Prestige Projects Private Limited|Prestige Living|Prestige Golf Resorts Private Limited|Prestige Foundation|Prestige Foods|Prestige Fashions Private Limited|Prestige Constructions|Pinnacle Realty Ventures Private Limited|Pinnacle Realty Management Private Limited|Pinnacle Property Holdings Private Limited|Pinnacle Investments|Pinnacle Business Ventures Private Limited|Noaman Razack Family Trust|Nebula Investments|Morph Design Company|Morph|Meridian Investments|Junto|Irfan Razack Family Trust|INR Property Holdings|INR Holdings|INR Energy Private Limited|Fifth Avenue|Falcon Property Management Services|FRZ Investments|F & F Hospitality|Eureka Investments|Educate India Foundation|Daffodil Investments|Colonial Estates|Centre Point Investments|Castlewood Investments|23 Carat|Zayd Noaman|Uzma Irfan|Sana Rezwan|Sameera Noaman|Rezwan Razack|Noaman Razack|Mohmed Zaid Sadiq|Irfan Razack|Fajr Qureishi|Faiz Rezwan|Danya Noaman|Badrunissa Irfan|Aydin Rezwan|Anjum Jung|Amulya M Gowda|Almas Rezwan|Alayna Zaid|Aaron Qureishi Rezwan,owner_confirmed_individual,False,,,,OWNER,ok
PRICOLLTD,,INE726V01018,2026-03-31,38.51,6,25.36,0,0.0,0,0.0,1,0.0,1,0.02,0,0.0,8,25.38,13.15,0.0,0.0,0.0,VM INTERNATIONAL PTE LIMITED|VM INTERNATIONAL L.L.C - FZ|SHRIMAY ENTERPRISES PVT LTD|PRICOL LOGISTICS PRIVATE LIMITED|PRICOL HOLDINGS PRIVATE LIMITED|PRICOL EXPERIA PRIVATE LIMITED (FORMERLY PRICOL TRAVE PRIVATE LIMITED)|PRICOL ENGINEERING INDUSTRIES PRIVATE LIMITED|PRICOL DURAPACK PRIVATE LIMITED (FORMERLY PPL ENTERPRISES PRIVATE LIMITED)|LIBRA INDUSTRIES|HAUTE CUISINE AND ENTERTAINMENT LLP|VIREN MOHAN|VIKRAM MOHAN (HUF)|VIKRAM MOHAN|VIJAY MOHAN|VANITHA MOHAN|MANASA MOHAN|MADHURA MOHAN|LAKSHMI N MOHAN,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PRIVISCL,,INE959A01019,2026-03-31,60.6,12,21.92,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,21.92,38.68,0.0,0.0,0.0,Vivira Investment & Trading Pvt Ltd|Moneymart Securities Pvt Ltd|Mm Infra & Leasing Private Limited|Vinay Kumar Rao Doppalapudi|Vijay Kumar Doppalapudi|Snehal Mahesh Babani|Sharon Doppalapudi|Seema Mahesh Babani|Rameshbabu Gokarneswararao Guduru|Rajkumar Doppalapudi|Premaleela Doppalapudi|Prasanna Doppalapudi|Mahesh Purshottam Babani Huf|Mahesh P Babani|Jyoti Mahesh Babani|Grace Vinay Kumar Doppalapudi|Bhaktavatsala Rao Doppalapudi,owner_confirmed_individual,False,,,,OWNER,ok
PRSMJOHNSN,,INE010A01011,2025-12-31,74.87,4,13.56,1,0.0,1,0.0,0,0.0,0,0.0,0,0.0,6,13.56,61.31,0.0,0.0,0.0,MATSYAGANDHA INVESTMENT PRIVATE LIMITED|HATHWAY INVESTMENTS PRIVATE LIMITED|BLOOMINGDALE INVESTMENT & FINANCE PRIVATE LIMITED|SATISH B RAHEJA|VIREN RAJAN RAHEJA|SUMAN R RAHEJA|RAJAN BEHARILAL RAHEJA|AKSHAY RAJAN RAHEJA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PRUDENT,,INE00F201020,2026-03-31,55.31,8,55.31,0,0.0,6,2.3,1,0.0,0,0.0,0,0.0,15,57.61,0.0,0.0,0.0,0.0,SANJAY SHAH FAMILY TRUST|Vimalkumar Ashokkumar Thekadi|Sunitaben Chetankumar Dhuwad|Sonal Paresh Mehta|Sanjay Rameshchandra Shah|Sakhi Sanjaybhai Shah|Rameshchandra Chimanlal Shah|Ramesh Chimanlal Shah (HUF)|Niketa Sanjay Shah|Mayank Ashokkumar Thekdi|Maitry Sanjaybhai Shah|Hemang Ashokbhai Thekadi|Shirish Govindbhai Patel,owner_confirmed_individual_and_director,False,,,,OWNER,ok
PTC,,INE877F01012,2026-03-31,16.22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,16.22,0.0,0.0,3.38,POWER GRID CORPORATION OF INDIA LIMITED|POWER FINANCE CORPORATION LTD|NTPC LIMITED|NHPC  LIMITED|DAMODAR VALLEY CORPORATION,ambiguous_holding_indian,True,ai_state,0.99,DAMODAR VALLEY CORP + NHPC + NTPC + POWER FINANCE CORP + POWER GRID = 全て政府系 PSU,NOT_OWNER,ok
PTCIL,,INE596F01018,2025-12-31,59.72,12,38.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,38.3,21.42,0.0,0.0,0.0,Viven Advisory Services Private Limited|Precision overseas private limited|Nirala Merchants Private Limited|Mapple Commerce Private Limited|Homelike Motels and Resorts Private Limited|Soham Agarwal|Smita Agarwal|Satvik Agarwal|Satish Chandra Agarwal Huf (Karta Sachin Agarwal)|Sachin Agarwal Huf (Karta Sachin Agarwal)|Sachin Agarwal|Ritika Agarwal|Reena Agarwal|Priya Ranjan Agarwal|Manu Agarwal|Kanchan Agarwal|Anshoo Agarwal|Alok Agarwal,owner_confirmed_individual,False,,,,OWNER,ok
PURVA,,INE323I01011,2025-12-31,75.0,4,0.0,1,75.0,0,0.0,0,0.0,0,0.0,0,0.0,5,75.0,0.0,0.0,0.0,0.0,Ravi Puravankara|Vishalakshi Puravankara|Ashish Puravankara|Amanda Puravankara|Aarati Puravankara,owner_confirmed_individual,False,,,,OWNER,ok
PVRINOX,,INE191H01014,2025-12-31,27.53,7,11.24,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,11.24,16.29,0.0,0.0,0.0,INOX INFRASTRUCTURE LIMITED|GFL LIMITED|ATC LOGISTICAL SOLUTIONS PRIVATE LIMITED|SIDDHARTH JAIN|SELENA BIJLI|SANJEEV KUMAR|PAVAN KUMAR JAIN|NIHARIKA BIJLI|NAYANTARA JAIN|NAYANA BIJLI|AJAY KUMAR BIJLI|AAMER KRISHAN BIJLI,owner_confirmed_individual,False,,,,OWNER,ok
PWL,,INE0LP301011,2025-12-31,72.3,2,72.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,72.3,0.0,0.0,0.0,0.0,Rajat Satish Family Trust|Prem Sneh Trust|Prem Seva Trust|Prem Kripa Trust|Prem Ekta Trust|Pragyan Trust|Pragyan Cooltech Industries|Kabras Jewellery|Kabra Silver Jewellery|H.K Plastics|Gujrat Kangan Store|Suyash Dubey|Sonal Mundhra|Shivani Dubey|Shanker Lal Kabra|Sayam Shankar Kabra|Satish Pandey|Sangitaben Shankarlal Kabra|Rajat Pandey|Purvansh Maheshwari|Prateek Boob|Pragyan Dubey|Pallavi Dubey|Neha Boob|Jina Dubey|Himani Dubey|Harish Kumar Boob|Ekta Shankarbhai Kabra|Damayanti Boob|Avantika Dubey|Alakh Pandey|Aditi Pandey,owner_confirmed_individual,False,,,,OWNER,ok
QPOWER,,INE0SII01026,2026-03-31,73.91,3,49.69,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,49.69,24.22,0.0,0.0,0.0,Pandyan Family Trust|Thalavaidurai Pandyan|S Lakshmishree|Prema Venugopal|Poomari Perumal|Nivetha Bharanidharan|N S Shunmugaraman|Manorama Srinivasan|Ishaan Bharanidharan|Chitra Pandyan|Bharanidharan Pandyan,owner_confirmed_individual,False,,,,OWNER,ok
QUESS,,INE615P01015,2025-12-31,56.88,1,11.99,0,0.0,2,0.2,1,0.01,0,0.0,1,0.09,4,12.2,10.3,34.58,34.58,0.0,Thomas Cook (India) Limited|Net Resources Investments Private Limited|Isaac Enterprises LLP|Hwic Asia Fund Class A Shares|Fairbridge Capital Mauritius Limited|Ajit  Isaac,owner_confirmed_individual_and_director,False,,,,OWNER,ok
RADICO,,INE944F01028,2025-12-31,40.2,2,0.31,0,0.0,4,0.18,2,0.01,0,0.0,0,0.0,8,0.5,39.9,0.0,0.0,0.0,SMITA FISCAL PRIVATE LIMITED|SAPPHIRE INTREX LIMITED|RAMPUR INTERNATIONAL LIMITED|ELKAY FISCAL SERVICES PRIVATE LIMITED|CLASSIC FINTREX PRIVATE LTD|ABHISHEK FISCAL SERVICES PRIVATE LIMITED|LALIT KUMAR KHAITAN HUF|LALIT KUMAR KHAITAN|DEEPSHIKHA KHAITAN|ABHISHEK KHAITAN,owner_confirmed_individual_and_director,False,,,,OWNER,ok
RAILTEL,,INE0DD101019,2025-12-31,72.84,0,0.0,0,0.0,2,0.0,1,0.0,0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,72.84,President of India,excluded_state_dominant,False,,,,NOT_OWNER,ok
RAIN,,INE855B01025,2026-03-31,41.35,7,16.98,0,0.0,0,0.0,1,0.03,0,0.0,0,0.0,8,17.01,24.37,0.0,0.0,0.34,Sujala Investments Private Limited|Rain Enterprises Private Limited|PCL Financial Services Private Limited|Nivee Holdings Private Limited|Arunachala Logistics Private Limited|Arunachala Holdings Private Limited|Ms. N. Indira Reddy|Ms. N. Anupama Reddy|Ms. N. Akhila Reddy|Ms. K. V. Arundhathi Reddy|Mr. N. Sujith Kumar Reddy|Mr. N. Radhakrishna Reddy|Mr. Jagan Mohan Reddy Nellore,owner_confirmed_individual_and_director,False,,,,OWNER,ok
RAINBOW,,INE961O01016,2025-12-31,49.84,5,43.69,0,0.0,0,0.0,1,0.01,0,0.0,0,0.0,6,43.7,6.15,0.0,0.0,0.0,RAMESH KANCHARLA (KANCHARLA FAMILY TRUST)|CHIRLA PADMARAO DINESH KUMAR (SAI GEETA DINESH TRUST)|SRINIVAS TALASILA|RAMESH KANCHARLA|RAMADHARA NAIDU K|CHIRLA DINESHKUMAR PADMA RAO|ADARSH KANCHARLA,owner_confirmed_individual_and_director,False,,,,OWNER,ok
RAJESHEXPO,,INE343B01030,2025-09-30,54.55,6,54.55,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,54.55,0.0,0.0,0.0,0.0,Rajesh Jasvantrai Mehta|Prashant Jasvantrai Mehta|Manisha P Mehta|Mahesh Jasvantrai Mehta|Leena Rajesh Mehta|Jayshree B Mehta|Jasvantrai F Mehta|Chandrika J Mehta|Bipin Jasvantrai Mehta|Bhavesh B Mehta|Alpa Maheshbhai Mehta,owner_confirmed_individual,False,,,,OWNER,ok
